id,name,Rating,Bedrooms,Bathroom,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,license Satuts,
4067870,Home in Chicago ,4.8, 1 bedroom , 1.5 shared baths,41.84828,-87.68021,Private room,105,2,129,9/4/2023,1,3,353,20,R20000054162,  Register,
4075630,Rental unit in Chicago ,4.9, 1 bedroom , 1 bath,41.90384,-87.66765,Entire home/apt,105,32,337,8/21/2022,3,1,0,0,R21000073879,  Register,
4083903,Rental unit in Chicago ,5.0, 2 bedrooms , 1 bath,41.80392,-87.6108,Entire home/apt,150,32,3,3/1/2020,0,1,89,0,R21000075485,  Register,
4096995,Rental unit in Chicago ,4.6, 1 bedroom , 1 shared bath,41.96264,-87.67296,Private room,71,32,32,7/4/2023,0,2,176,10,R17000015627,  Register,
4105283,Rental unit in Chicago ,5.0, 1 bedroom , 1 bath,41.99701,-87.66099,Entire home/apt,42,75,210,5/25/2023,2,1,141,5,R22000090276,  Register,
4150121,Rental unit in Chicago ,4.7, 1 bedroom , 1 bath,41.94987,-87.64611,Entire home/apt,126,2,468,9/5/2023,4,1,296,47,R23000103593,  Register,
4156913,Condo in Chicago ,5.0, 2 bedrooms , 2 baths,41.96705,-87.65772,Entire home/apt,242,2,156,9/10/2023,2,1,96,66,R22000081484,  Register,
4214683,Rental unit in Chicago ,4.9, 1 bedroom , 1 shared bath,41.95107,-87.71005,Private room,61,2,144,9/1/2023,1,1,129,36,R22000091106,  Register,
4227003,Condo in Chicago ,4.8, 1 bedroom , 1 bath,41.87346,-87.62843,Entire home/apt,159,3,40,11/11/2022,1,1,128,6,R20000057868,  Register,
4243309,Condo in Chicago ,5.0, 1 bedroom , 1 shared bath,41.94124,-87.64941,Private room,96,1,379,8/20/2023,4,2,233,23,R22000091244,  Register,
4243905,Home in Chicago ,4.9, 2 bedrooms , 2 baths,41.9254,-87.69753,Entire home/apt,250,7,52,9/8/2023,1,1,349,5,R23000095686,  Register,
4257285,Condo in Chicago ,5.0, 2 bedrooms , 1 shared bath,41.99632,-87.66385,Private room,65,3,70,8/26/2023,1,2,340,9,R22000091618,  Register,
4278818,Rental unit in Chicago ,4.8, 1 bedroom , 1 bath,41.81873,-87.61387,Entire home/apt,121,5,19,8/30/2023,0,6,359,7,R22000081167,  Register,
4335812,Rental unit in Chicago ,4.8, 1 bedroom , 1.5 baths,41.81793,-87.61291,Private room,137,5,11,10/24/2019,0,6,360,0,R23000106145,  Register,
4365466,Rental unit in Chicago ,4.7, 1 bedroom , 2 shared baths,42.01653,-87.68788,Shared room,21,1,110,8/2/2023,1,15,149,7,R21000075752,  Register,
4370895,Rental unit in Chicago ,4.6, 2 bedrooms , 1 bath,41.90487,-87.62747,Entire home/apt,295,32,96,6/6/2022,1,1,178,0,City registration pending,Not Registers,
4394093,Home in Chicago ,5.0, 1 bedroom , 1 private bath,41.95518,-87.66999,Private room,100,3,36,8/19/2023,0,1,255,2,R20000058491,  Register,
4417718,Rental unit in Chicago ,4.9, 1 bedroom , 1 private bath,41.96114,-87.70514,Private room,50,25,23,8/19/2023,0,1,65,4,R18000036419,  Register,
4457161,Rental unit in Chicago ,5.0, 3 bedrooms , 1 bath,41.95931,-87.67795,Entire home/apt,199,2,89,6/26/2023,1,1,174,8,R17000018685,  Register,
4484723,Rental unit in Chicago ,4.9, 1 bedroom , 1 bath,41.90317,-87.63392,Entire home/apt,85,32,8,6/25/2023,0,11,0,1,R18000024411,  Register,
4503414,Home in Chicago ,4.6, 1 bedroom , 0 shared baths,41.85565,-87.63322,Private room,33,32,11,12/5/2021,0,1,344,0,City registration pending,Not Registers,
4567558,Rental unit in Chicago ,4.6, 2 bedrooms , 1 shared bath,41.95501,-87.73814,Private room,107,32,131,10/11/2022,1,1,90,3,R21000061825,  Register,
4592031,Townhouse in Chicago ,5.0, 2 bedrooms , 2 shared baths,41.96574,-87.65747,Private room,100,1,131,9/5/2023,2,1,143,20,R21000074243,  Register,
4598631,Condo in Chicago ,4.6, 2 bedrooms , 2 baths,41.9116,-87.66693,Entire home/apt,233,32,307,4/1/2023,3,5,360,1,c,  Register,
4632510,Rental unit in Chicago ,4.8, 2 bedrooms , 1 bath,41.90376,-87.69556,Entire home/apt,99,32,160,11/2/2022,2,1,208,1,R18000028038,  Register,
4644849,Rental unit in Chicago ,4.8, 2 bedrooms , 1 bath,41.95904,-87.64822,Entire home/apt,164,2,76,9/3/2023,1,1,11,25,R22000076568,  Register,
4662201,Loft in Chicago ,4.9, 1 bedroom , 1 private bath,41.900188,-87.661751,Private room,100,32,29,10/15/2022,0,1,365,3,R21000072502,  Register,
4730797,Home in Chicago ,4.8, 1 bedroom , 1 shared bath,41.92125,-87.70158,Private room,59,3,115,7/7/2023,1,2,314,15,R22000090201,  Register,
4731523,Home in Chicago ,4.9, 1 bedroom , 1 shared bath,41.92286,-87.70154,Private room,57,3,76,8/15/2023,1,2,329,10,R22000090201,  Register,
4785815,Rental unit in Chicago ,5.0, 1 bedroom , 1 bath,41.94207,-87.64757,Entire home/apt,105,32,65,3/16/2020,1,1,0,0,R20000054128,  Register,
4786970,Loft in Chicago ,4.8, 1 bedroom , 1.5 shared baths,41.90992,-87.67521,Private room,149,32,68,7/30/2023,1,3,362,10,R19000051167,  Register,
4793938,Aparthotel in Chicago ,4.9, 2 bedrooms , 2 beds,41.97106,-87.66777,Hotel room,436,3,90,8/20/2023,1,11,360,13,2328618,  Register,
4803582,Guesthouse in Chicago ,4.8, 1 bedroom , 1 bath,41.90596,-87.67569,Entire home/apt,135,32,154,8/28/2023,1,1,350,25,R17000013739,  Register,
4840199,Serviced apartment in Chicago ,4.9, 3 bedrooms , 2 baths,41.97095,-87.66798,Entire home/apt,575,3,28,8/4/2023,0,11,344,1,2328618,  Register,
4840753,Boutique hotel in Chicago ,5.0, 1 bedroom , 1 shared bath,41.97106,-87.66777,Private room,302,3,38,3/31/2023,0,11,332,6,2328618,  Register,
4852830,Condo in Chicago ,4.9, 1 bedroom , 1 shared bath,41.91233,-87.65146,Private room,120,2,308,8/20/2023,3,1,308,37,R17000015165,  Register,
4872152,Rental unit in Chicago ,4.7, 1 bedroom , 1 shared bath,41.90637,-87.68954,Private room,70,1,250,9/10/2023,2,3,47,14,R23000105355,  Register,
4923963,Rental unit in Chicago ,4.4, 1 bedroom , 1 bath,41.80944,-87.61664,Entire home/apt,121,32,29,8/27/2022,0,2,365,0,R17000013470,  Register,
4925062,Home in Chicago ,4.6, 1 bedroom , 1 shared bath,41.687,-87.6076,Private room,50,32,7,6/12/2018,0,1,0,0,R20000053645,  Register,
4930338,Condo in Chicago ,4.7, 1 bedroom , 1 bath,41.81214,-87.61328,Entire home/apt,146,32,24,7/17/2018,0,2,365,0,City registration pending,Not Registers,
5074013,Rental unit in Chicago ,5.0, 2 bedrooms , 1 bath,41.89295,-87.62217,Entire home/apt,275,2,345,9/3/2023,3,2,199,37,R21000071014,  Register,
5102125,Condo in Chicago ,4.9, 1 bedroom , 1.5 shared baths,41.89492,-87.65926,Private room,77,1,234,8/20/2023,3,5,141,47,R21000073001,  Register,
5117490,Home in Chicago ,4.9, 1 bedroom , 2 baths,41.89998,-87.69244,Private room,114,32,190,8/5/2023,2,1,161,2,R23000096790,  Register,
5126218,Home in Chicago ,5.0, 3 bedrooms , 3 baths,41.92026,-87.67979,Entire home/apt,175,32,6,7/30/2023,0,1,178,1,R17000014777,  Register,
5185790,Condo in Chicago ,0.0, 4 beds , 3.5 baths,41.8911,-87.66947,Entire home/apt,5000,32,0,7/30/2023,,1,364,0,City registration pending,Not Registers,
5195252,Condo in Chicago ,4.9, 1 bedroom , 1 private bath,41.90451,-87.67943,Private room,55,32,177,12/5/2022,2,2,0,7,R21000064479,  Register,
5205377,Condo in Chicago ,4.9, 1 bedroom , 1 private bath,41.90434,-87.67967,Private room,70,32,276,9/7/2023,3,2,217,42,R21000064479,  Register,
5210927,Rental unit in Chicago ,4.9, 1 bedroom , 1 bath,41.89329,-87.68574,Entire home/apt,150,2,449,8/30/2023,4,3,145,52,R21000073802,  Register,
5210931,Townhouse in Chicago ,4.9, 1 bedroom , 2 baths,41.89053,-87.68084,Entire home/apt,179,30,73,3/10/2021,1,3,365,0,R18000034238,  Register,
5231461,Condo in Chicago ,4.9, 2 bedrooms , 2 baths,41.90168,-87.693,Entire home/apt,170,3,225,9/4/2023,2,1,319,31,R21000072504,  Register,
5283285,Rental unit in Chicago ,4.6, 1 bedroom , 1 shared bath,41.85707,-87.67082,Private room,25,32,155,6/27/2018,1,3,74,0,City registration pending,Not Registers,
5297152,Home in Chicago ,4.9, 1 bedroom , 1 private bath,41.79857,-87.59814,Private room,79,3,216,8/20/2023,2,3,166,8,R17000014580,  Register,
5320006,Rental unit in Chicago ,4.8, 2 bedrooms , 1 bath,41.86971,-87.65939,Entire home/apt,90,50,33,1/15/2021,0,2,342,0,City registration pending,Not Registers,
5321981,Loft in Chicago ,4.6, 1 bedroom , 1 shared bath,41.9086,-87.67684,Private room,159,32,53,8/11/2023,1,3,141,1,City registration pending,Not Registers,
5359984,Rental unit in Chicago ,4.8, 3 bedrooms , 2.5 baths,41.89558,-87.66585,Entire home/apt,244,3,117,8/26/2023,1,1,77,15,R20000058242,  Register,
5406217,Condo in Chicago ,5.0, 1 bedroom , 2 baths,41.92723,-87.70807,Entire home/apt,193,2,220,9/5/2023,2,1,330,26,R22000077339,  Register,
5496659,Home in Chicago ,4.4, 1 bedroom , 1 shared bath,41.76477,-87.57182,Private room,120,32,102,8/2/2021,1,8,365,0,City registration pending,Not Registers,
5537682,Guesthouse in Chicago ,4.9, 2 bedrooms , 2 baths,41.92032,-87.66153,Entire home/apt,239,2,236,8/23/2023,2,2,241,28,R19000037446,  Register,
5537683,Rental unit in Chicago ,4.9, 2 bedrooms , 1.5 baths,41.92061,-87.66324,Entire home/apt,238,2,236,8/27/2023,2,2,209,38,R23000097194,  Register,
5571262,Condo in Chicago ,5.0, 2 bedrooms , 2.5 baths,41.89738,-87.67208,Entire home/apt,279,3,129,8/21/2023,1,1,276,31,R22000094323,  Register,
5576190,Bungalow in Chicago ,4.6, 1 bedroom , 1 shared bath,41.76302,-87.57186,Private room,30,32,59,5/28/2022,1,8,254,0,City registration pending,Not Registers,
5576191,Bungalow in Chicago ,4.8, 1 bedroom , 1 shared bath,41.76257,-87.57225,Private room,30,32,37,7/2/2023,0,8,365,2,R18000036975,  Register,
5629872,Home in Chicago ,5.0, 3 bedrooms , 3.5 baths,41.92693,-87.71266,Entire home/apt,500,32,38,2/16/2020,0,1,0,0,R19000048813,  Register,
5645139,Condo in Chicago ,4.9, 1 bedroom , 1 private bath,41.97188,-87.65779,Private room,125,3,196,8/20/2023,2,1,355,23,R23000104277,  Register,
5748576,Condo in Chicago ,4.8, 3 bedrooms , 1.5 baths,41.98658,-87.69528,Entire home/apt,143,32,80,11/29/2021,1,1,346,0,City registration pending,Not Registers,
5785758,Rental unit in Chicago ,4.9, 1 bedroom , 1 shared bath,41.85253,-87.69803,Private room,45,22,29,8/20/2023,0,7,74,8,R18000036296,  Register,
5804791,Rental unit in Chicago ,4.8, 1 bedroom , 1 shared bath,41.8544,-87.69845,Private room,50,24,26,7/24/2023,0,7,79,6,R18000036296,  Register,
5805991,Rental unit in Chicago ,4.9, 1 bedroom , 1 shared bath,41.85436,-87.69681,Private room,77,4,23,5/8/2023,0,7,78,4,R18000036296,  Register,
5807478,Rental unit in Chicago ,4.9, 1 bedroom , 1 shared bath,41.85276,-87.69828,Private room,72,7,17,7/31/2023,0,7,79,4,R18000036296,  Register,
5807548,Rental unit in Chicago ,4.7, 1 bedroom , 1 shared bath,41.85442,-87.69695,Private room,49,4,26,7/10/2023,0,7,79,11,R18000036296,  Register,
5847065,Rental unit in Chicago ,4.6, 1 bedroom , 1 shared bath,41.91775,-87.65508,Private room,50,2,221,8/16/2023,2,1,73,40,R17000013070,  Register,
5850897,Home in Chicago ,5.0, 3 bedrooms , 2.5 baths,41.81436,-87.61289,Private room,135,2,33,8/4/2023,0,1,361,5,R21000073179,  Register,
5851115,Rental unit in Chicago ,4.9, 3 bedrooms , 1 bath,41.87669,-87.72146,Entire home/apt,92,1,488,9/8/2023,5,1,331,31,R17000013966,  Register,
5861971,Rental unit in Chicago ,4.7, Studio , 1 bath,41.8867,-87.70783,Entire home/apt,70,3,191,9/4/2023,2,2,301,30,R21000075462,  Register,
5869607,Loft in Chicago ,4.8, 1 bedroom , 1.5 baths,41.88987,-87.68237,Entire home/apt,214,32,31,10/20/2019,0,3,0,0,R17000014328,  Register,
5874798,Condo in Chicago ,4.9, 1 bedroom , 1 private bath,41.93955,-87.65904,Private room,99,2,304,8/21/2023,3,1,336,37,R17000013387,  Register,
5882164,Rental unit in Chicago ,4.0, 2 bedrooms , 2 baths,41.89862,-87.62138,Entire home/apt,180,32,8,7/22/2022,0,74,318,0,City registration pending,Not Registers,
5980645,Rental unit in Chicago ,4.7, 1 bedroom , 1 shared bath,41.93483,-87.74135,Private room,40,10,61,8/7/2023,1,2,362,7,R23000108438,  Register,
5981743,Loft in Chicago ,4.6, 1 bedroom , 1 shared bath,41.90943909,-87.67629242,Private room,169,1,43,8/11/2023,0,3,358,15,R18000032029,  Register,
5996942,Guest suite in Chicago ,4.6, 1 bedroom , 1 bath,41.82983,-87.67544,Entire home/apt,52,2,155,8/29/2023,2,1,337,26,R19000051601,  Register,
6014028,Home in Chicago ,4.9, 1 bedroom , 1 private bath,41.83674,-87.62086,Private room,86,32,301,8/26/2023,3,1,4,23,R23000095912,  Register,
6014128,Rental unit in Chicago ,5.0, 2 bedrooms , 2 baths,41.87132,-87.63146,Entire home/apt,200,360,3,7/20/2015,0,74,365,0,City registration pending,Not Registers,
6039038,Rental unit in Chicago ,4.8, 1 bedroom , 2 shared baths,42.01653,-87.68788,Shared room,19,1,174,7/9/2023,2,15,88,8,R21000075752,  Register,
6045978,Rental unit in Chicago ,4.9, 3 bedrooms , 2 baths,41.94614,-87.68242,Entire home/apt,253,2,36,8/4/2023,0,23,352,11,R20000057497,  Register,
6051322,Boutique hotel in Chicago ,4.7, 2 bedrooms , 1 private bath,41.97183,-87.66786,Private room,302,3,6,8/23/2022,0,11,332,0,2328618,  Register,
6053269,Aparthotel in Chicago ,4.9, 2 bedrooms , 2 baths,41.97106,-87.66777,Private room,436,3,20,8/1/2021,0,11,359,0,2328618,  Register,
6057908,Rental unit in Chicago ,4.8, 2 bedrooms , 1 bath,41.93886,-87.65391,Entire home/apt,141,2,373,9/6/2023,4,1,317,57,R21000069919,  Register,
6065318,Home in Chicago ,5.0, 1 bedroom , 1 private bath,41.94815,-87.68459,Private room,86,2,474,9/4/2023,5,1,285,65,R21000073961,  Register,
6103492,Rental unit in Chicago ,4.6, 2 bedrooms , 2 baths,41.95993,-87.74773,Entire home/apt,90,32,16,6/19/2023,0,6,340,4,R18000024333,  Register,
6133986,Loft in Chicago ,4.7, 2 bedrooms , 1 bath,41.88796,-87.6445,Entire home/apt,279,32,46,10/24/2021,0,1,90,0,City registration pending,Not Registers,
6153674,Rental unit in Chicago ,4.7, 3 bedrooms , 2 baths,41.94078,-87.68115,Entire home/apt,248,2,39,8/12/2023,0,23,361,7,2083762,  Register,
6185638,Rental unit in Chicago ,4.4, 1 bedroom , 0 shared baths,41.94165,-87.71665,Private room,85,32,153,10/20/2019,2,1,0,0,R17000015084,  Register,
6232258,Rental unit in Chicago ,4.7, 2 bedrooms , 1 bath,41.908515,-87.709857,Entire home/apt,59,1,314,9/4/2023,3,2,352,35,R18000035557,  Register,
6288917,Home in Chicago ,4.6, 2 bedrooms , 1 private bath,41.9422226,-87.79497528,Private room,125,5,26,6/26/2023,0,4,269,5,R22000090510,  Register,
6363328,Rental unit in Chicago ,4.8, Studio , 1 bath,41.96857,-87.69577,Entire home/apt,91,3,220,7/30/2023,2,1,321,32,R22000079565,  Register,
6365974,Bungalow in Chicago ,4.8, 2 bedrooms , 1 bath,41.65064,-87.54074,Entire home/apt,99,32,42,6/30/2023,0,6,263,1,R18000024333,  Register,
6374350,Townhouse in Chicago ,4.9, 1 bedroom , 1 private bath,41.94812,-87.68333,Private room,79,2,180,9/6/2023,2,1,250,38,R17000015257,  Register,
6374890,Rental unit in Chicago ,4.8, 1 bedroom , 1 bath,41.89972,-87.69722,Entire home/apt,144,32,65,8/19/2023,1,1,230,6,R21000073024,  Register,
6378085,Rental unit in Chicago ,4.7, 2 bedrooms , 1 bath,41.95185,-87.70459,Entire home/apt,143,2,81,9/3/2023,2,2,78,16,R19000051596,  Register,
6386641,Rental unit in Chicago ,5.0, 1 bedroom , 1 bath,41.89224868,-87.67495972,Entire home/apt,141,2,9,8/19/2023,4,1,53,9,R23000101353,  Register,
6396451,Condo in Chicago ,4.9, 2 bedrooms , 2 baths,41.86156,-87.64676,Entire home/apt,150,32,25,8/20/2017,0,1,0,0,City registration pending,Not Registers,
6419072,Rental unit in Chicago ,5.0, 1 bedroom , 2 baths,41.95533,-87.73082,Entire home/apt,69,32,8,10/14/2017,0,1,0,0,City registration pending,Not Registers,
6423299,Rental unit in Chicago ,4.9, 3 bedrooms , 2 baths,41.8948,-87.65661,Entire home/apt,225,2,317,8/27/2023,3,24,337,23,2385047,  Register,
6424931,Rental unit in Chicago ,4.3, 2 bedrooms , 1 bath,41.95965,-87.74889,Entire home/apt,99,32,16,5/21/2023,0,6,364,3,R18000024333,  Register,
6447131,Rental unit in Chicago ,4.8, 2 bedrooms , 2 baths,41.8972,-87.63442,Entire home/apt,149,32,192,6/15/2022,2,2,251,0,R17000013633,  Register,
6460914,Home in Chicago ,5.0, 1 bedroom , 1 bath,42.00651,-87.68432,Entire home/apt,82,32,28,12/29/2019,0,1,0,0,R17000014391,  Register,
6472628,Home in Chicago ,4.8, 1 bedroom , 1.5 shared baths,41.84998,-87.67714,Private room,68,3,53,8/6/2023,1,2,354,6,R21000073252,  Register,
6480445,Rental unit in Chicago ,4.9, 3 bedrooms , 1 bath,41.93395,-87.71078,Entire home/apt,153,2,251,8/26/2023,3,1,324,35,R19000040422,  Register,
6488146,Rental unit in Chicago ,4.9, 2 bedrooms , 2 baths,41.88581,-87.61744,Entire home/apt,180,90,13,9/30/2022,0,74,365,1,City registration pending,Not Registers,
6499322,Rental unit in Chicago ,4.8, 2 bedrooms , 1 bath,41.84883,-87.63256,Entire home/apt,150,32,221,7/6/2023,2,3,83,13,R17000014027,  Register,
6504170,Loft in Chicago ,4.9, 2 bedrooms , 1 bath,41.89867,-87.67012,Entire home/apt,144,5,588,9/7/2023,6,3,42,36,R21000072599,  Register,
6515667,Rental unit in Chicago ,4.6, 2 bedrooms , 1 bath,41.91268,-87.63895,Entire home/apt,235,2,85,8/22/2023,1,23,352,17,2209279,  Register,
6528643,Rental unit in Chicago ,4.8, 2 bedrooms , 2 baths,41.94342,-87.68121,Entire home/apt,210,2,65,9/5/2023,1,23,361,11,2209273,  Register,
6528832,Rental unit in Chicago ,4.8, 2 bedrooms , 2 baths,41.91285,-87.63864,Entire home/apt,259,2,81,8/20/2023,1,23,344,22,2209280,  Register,
6528867,Rental unit in Chicago ,4.8, 2 bedrooms , 2 baths,41.91285,-87.63864,Entire home/apt,276,2,74,8/20/2023,1,23,342,24,2209281,  Register,
6528967,Rental unit in Chicago ,4.7, 3 bedrooms , 2 baths,41.94078,-87.68115,Entire home/apt,259,2,51,8/14/2023,1,23,340,12,2209271,  Register,
6552046,Home in Chicago ,4.8, 1 bedroom , 1.5 shared baths,41.84827,-87.676,Private room,62,3,27,8/6/2023,0,2,343,2,R21000073252,  Register,
6553226,Loft in Chicago ,5.0, 1 bedroom , 2 baths,41.90223,-87.67265,Entire home/apt,302,3,197,9/4/2023,2,2,30,35,R17000015625,  Register,
6576714,Condo in Chicago ,4.9, 1 bedroom , 1 shared bath,41.77555,-87.59546,Private room,60,2,124,9/11/2023,1,1,324,14,R21000075107,  Register,
6588681,Rental unit in Chicago ,4.9, Studio , 1 bath,41.9305,-87.70307,Entire home/apt,83,2,455,8/31/2023,5,1,320,45,R21000073239,  Register,
6612044,Guest suite in Chicago ,5.0, 1 bedroom , 1 bath,41.97104,-87.69654,Entire home/apt,96,2,336,9/3/2023,3,1,308,49,R17000015267,  Register,
6634916,Condo in Chicago ,5.0, 2 bedrooms , 1 private bath,41.97186,-87.69521,Private room,88,2,177,9/3/2023,2,2,50,25,R20000054147,  Register,
6644005,Condo in Chicago ,4.9, 2 bedrooms , 2 baths,41.94331,-87.6486,Entire home/apt,428,2,46,9/19/2022,0,2,0,1,R22000091244,  Register,
6654182,Rental unit in Chicago ,4.9, 1 bedroom , 1 bath,41.90409,-87.63316,Entire home/apt,85,32,72,7/16/2023,1,2,213,4,City registration pending,Not Registers,
6686012,Rental unit in Chicago ,4.9, 2 bedrooms , 1 bath,41.92445305,-87.70270599,Entire home/apt,115,2,440,8/27/2023,4,3,238,71,R21000064645,  Register,
6690014,Rental unit in Chicago ,5.0, 1 bedroom , 1 bath,41.93969,-87.64367,Entire home/apt,199,32,11,10/20/2019,0,1,0,0,R17000013372,  Register,
6699565,Home in Chicago ,4.8, 1 bedroom , 2 shared baths,41.94201,-87.79608,Private room,95,5,5,5/28/2023,0,4,269,1,R22000090510,  Register,
6713251,Rental unit in Chicago ,4.7, 2 bedrooms , 2 baths,41.94099,-87.68047,Entire home/apt,214,2,35,9/6/2023,0,23,358,6,2209269,  Register,
6716477,Rental unit in Chicago ,4.7, 3 bedrooms , 2 baths,41.94072,-87.68115,Entire home/apt,264,2,56,9/3/2023,1,23,351,10,2209264,  Register,
6716705,Rental unit in Chicago ,4.7, 3 bedrooms , 2 baths,41.94072,-87.68115,Entire home/apt,265,2,58,8/22/2023,1,23,347,12,2209265,  Register,
6724355,Condo in Chicago ,4.8, 2 bedrooms , 2 baths,41.78355,-87.61363,Entire home/apt,159,2,125,8/23/2023,1,4,199,4,R17000015110,  Register,
6729727,Rental unit in Chicago ,5.0, 1 bedroom , 1 shared bath,41.97044,-87.65735,Private room,125,32,147,3/14/2020,1,1,226,0,City registration pending,Not Registers,
6732036,Rental unit in Chicago ,4.9, 2 bedrooms , 1 bath,41.8555,-87.64535,Entire home/apt,181,2,137,8/6/2023,1,1,159,20,R17000013921,  Register,
6736478,Townhouse in Chicago ,4.8, 1 bedroom , 1.5 baths,41.81754,-87.61305,Private room,123,5,4,9/19/2022,0,6,365,1,R23000106145,  Register,
6750168,Condo in Chicago ,4.7, 2 bedrooms , 1 bath,41.91306,-87.66797,Entire home/apt,260,32,237,4/1/2023,2,5,333,1,City registration pending,Not Registers,
6757098,Condo in Chicago ,4.7, 2 bedrooms , 1 bath,41.8933,-87.67641,Entire home/apt,233,32,231,8/26/2023,2,5,134,2,City registration pending,Not Registers,
6764230,Rental unit in Chicago ,4.7, Studio , 1 shared bath,41.78475,-87.621,Private room,40,32,30,10/21/2019,0,2,0,0,R17000014168,  Register,
6764833,Condo in Chicago ,4.5, 1 bedroom , 1 shared bath,41.78591,-87.62264,Private room,63,32,58,10/14/2019,1,2,0,0,R17000014169,  Register,
6768827,Home in Chicago ,4.8, 1 bedroom , 1.5 baths,41.81844,-87.61503,Private room,118,5,13,8/7/2023,0,6,365,2,R23000106145,  Register,
6780171,Rental unit in Chicago ,4.9, 2 bedrooms , 1 bath,41.9435,-87.67674,Entire home/apt,192,2,55,7/25/2023,1,23,352,12,2083773,  Register,
6782452,Home in Chicago ,5.0, 1 bedroom , 1 private bath,41.97654,-87.66111,Private room,106,2,373,9/11/2023,5,1,138,58,R18000036390,  Register,
6790238,Condo in Chicago ,4.6, 1 bedroom , 1 shared bath,41.92616,-87.72051,Private room,58,32,26,10/8/2018,0,2,63,0,City registration pending,Not Registers,
6790448,Condo in Chicago ,4.8, 1 bedroom , 1 shared bath,41.92902,-87.72025,Private room,52,2,19,9/3/2023,0,2,0,1,R23000106217,  Register,
